obsnme,obsval,weight,obgnme,oname,otype,usecol,time,i,j,totim,observed
oname:hdslay1_otype:arr_i:13_j:19,34.21382,0.0,hdslay1,hdslay1,arr,,,13,19,,
oname:hdslay1_otype:arr_i:13_j:2,34.78015,0.0,hdslay1,hdslay1,arr,,,13,2,,
oname:hdslay1_otype:arr_i:13_j:3,34.77983,0.0,hdslay1,hdslay1,arr,,,13,3,,
oname:hdslay1_otype:arr_i:13_j:4,1e+30,0.0,hdslay1,hdslay1,arr,,,13,4,,
oname:hdslay1_otype:arr_i:13_j:5,1e+30,0.0,hdslay1,hdslay1,arr,,,13,5,,
oname:hdslay1_otype:arr_i:13_j:6,1e+30,0.0,hdslay1,hdslay1,arr,,,13,6,,
oname:hdslay1_otype:arr_i:13_j:7,1e+30,0.0,hdslay1,hdslay1,arr,,,13,7,,
oname:hdslay1_otype:arr_i:13_j:8,34.30411,0.0,hdslay1,hdslay1,arr,,,13,8,,
oname:hdslay1_otype:arr_i:13_j:9,34.29777,0.0,hdslay1,hdslay1,arr,,,13,9,,
oname:hdslay1_otype:arr_i:14_j:0,34.76044,0.0,hdslay1,hdslay1,arr,,,14,0,,
oname:hdslay1_otype:arr_i:14_j:1,34.76016,0.0,hdslay1,hdslay1,arr,,,14,1,,
oname:hdslay1_otype:arr_i:14_j:10,34.2686,0.0,hdslay1,hdslay1,arr,,,14,10,,
oname:hdslay1_otype:arr_i:14_j:11,34.25402,0.0,hdslay1,hdslay1,arr,,,14,11,,
oname:hdslay1_otype:arr_i:14_j:12,34.23612,0.0,hdslay1,hdslay1,arr,,,14,12,,
oname:hdslay1_otype:arr_i:14_j:13,34.21594,0.0,hdslay1,hdslay1,arr,,,14,13,,
oname:hdslay1_otype:arr_i:14_j:14,34.19435,0.0,hdslay1,hdslay1,arr,,,14,14,,
oname:hdslay1_otype:arr_i:14_j:15,34.125,0.0,hdslay1,hdslay1,arr,,,14,15,,
oname:hdslay1_otype:arr_i:14_j:16,34.18317,0.0,hdslay1,hdslay1,arr,,,14,16,,
oname:hdslay1_otype:arr_i:14_j:17,34.19283,0.0,hdslay1,hdslay1,arr,,,14,17,,
oname:hdslay1_otype:arr_i:14_j:18,34.19925,0.0,hdslay1,hdslay1,arr,,,14,18,,
oname:hdslay1_otype:arr_i:14_j:19,34.20253,0.0,hdslay1,hdslay1,arr,,,14,19,,
oname:hdslay1_otype:arr_i:14_j:2,34.7598,0.0,hdslay1,hdslay1,arr,,,14,2,,
oname:hdslay1_otype:arr_i:14_j:3,34.75955,0.0,hdslay1,hdslay1,arr,,,14,3,,
oname:hdslay1_otype:arr_i:14_j:4,1e+30,0.0,hdslay1,hdslay1,arr,,,14,4,,
oname:hdslay1_otype:arr_i:14_j:5,1e+30,0.0,hdslay1,hdslay1,arr,,,14,5,,
oname:hdslay1_otype:arr_i:14_j:6,1e+30,0.0,hdslay1,hdslay1,arr,,,14,6,,
oname:hdslay1_otype:arr_i:14_j:7,1e+30,0.0,hdslay1,hdslay1,arr,,,14,7,,
oname:hdslay1_otype:arr_i:14_j:8,34.28457,0.0,hdslay1,hdslay1,arr,,,14,8,,
oname:hdslay1_otype:arr_i:14_j:9,34.27905,0.0,hdslay1,hdslay1,arr,,,14,9,,
oname:hdslay1_otype:arr_i:15_j:0,34.7354,0.0,hdslay1,hdslay1,arr,,,15,0,,
oname:hdslay1_otype:arr_i:15_j:1,34.73515,0.0,hdslay1,hdslay1,arr,,,15,1,,
oname:hdslay1_otype:arr_i:15_j:10,34.25273,0.0,hdslay1,hdslay1,arr,,,15,10,,
oname:hdslay1_otype:arr_i:15_j:11,34.23943,0.0,hdslay1,hdslay1,arr,,,15,11,,
oname:hdslay1_otype:arr_i:15_j:12,34.2229,0.0,hdslay1,hdslay1,arr,,,15,12,,
oname:hdslay1_otype:arr_i:15_j:13,34.20389,0.0,hdslay1,hdslay1,arr,,,15,13,,
oname:hdslay1_otype:arr_i:15_j:14,34.18264,0.0,hdslay1,hdslay1,arr,,,15,14,,
oname:hdslay1_otype:arr_i:15_j:15,34.11336,0.0,hdslay1,hdslay1,arr,,,15,15,,
oname:hdslay1_otype:arr_i:15_j:16,34.17149,0.0,hdslay1,hdslay1,arr,,,15,16,,
oname:hdslay1_otype:arr_i:15_j:17,34.18111,0.0,hdslay1,hdslay1,arr,,,15,17,,
oname:hdslay1_otype:arr_i:15_j:18,34.18748,0.0,hdslay1,hdslay1,arr,,,15,18,,
oname:hdslay1_otype:arr_i:15_j:19,34.19071,0.0,hdslay1,hdslay1,arr,,,15,19,,
oname:hdslay1_otype:arr_i:15_j:2,34.73481,0.0,hdslay1,hdslay1,arr,,,15,2,,
oname:hdslay1_otype:arr_i:15_j:3,34.73457,0.0,hdslay1,hdslay1,arr,,,15,3,,
oname:hdslay1_otype:arr_i:15_j:4,1e+30,0.0,hdslay1,hdslay1,arr,,,15,4,,
oname:hdslay1_otype:arr_i:15_j:5,1e+30,0.0,hdslay1,hdslay1,arr,,,15,5,,
oname:hdslay1_otype:arr_i:15_j:6,1e+30,0.0,hdslay1,hdslay1,arr,,,15,6,,
oname:hdslay1_otype:arr_i:15_j:7,1e+30,0.0,hdslay1,hdslay1,arr,,,15,7,,
oname:hdslay1_otype:arr_i:15_j:8,34.2672,0.0,hdslay1,hdslay1,arr,,,15,8,,
oname:hdslay1_otype:arr_i:15_j:9,34.26221,0.0,hdslay1,hdslay1,arr,,,15,9,,
oname:hdslay1_otype:arr_i:16_j:0,34.70609,0.0,hdslay1,hdslay1,arr,,,16,0,,
oname:hdslay1_otype:arr_i:16_j:1,34.7058,0.0,hdslay1,hdslay1,arr,,,16,1,,
oname:hdslay1_otype:arr_i:16_j:10,34.23758,0.0,hdslay1,hdslay1,arr,,,16,10,,
oname:hdslay1_otype:arr_i:16_j:11,34.22474,0.0,hdslay1,hdslay1,arr,,,16,11,,
oname:hdslay1_otype:arr_i:16_j:12,34.2087,0.0,hdslay1,hdslay1,arr,,,16,12,,
oname:hdslay1_otype:arr_i:16_j:13,34.19008,0.0,hdslay1,hdslay1,arr,,,16,13,,
oname:hdslay1_otype:arr_i:16_j:14,34.1691,0.0,hdslay1,hdslay1,arr,,,16,14,,
oname:hdslay1_otype:arr_i:16_j:15,34.10049,0.0,hdslay1,hdslay1,arr,,,16,15,,
oname:hdslay1_otype:arr_i:16_j:16,34.1586,0.0,hdslay1,hdslay1,arr,,,16,16,,
oname:hdslay1_otype:arr_i:16_j:17,34.16845,0.0,hdslay1,hdslay1,arr,,,16,17,,
oname:hdslay1_otype:arr_i:16_j:18,34.17499,0.0,hdslay1,hdslay1,arr,,,16,18,,
oname:hdslay1_otype:arr_i:16_j:19,34.1783,0.0,hdslay1,hdslay1,arr,,,16,19,,
oname:hdslay1_otype:arr_i:16_j:2,34.70542,0.0,hdslay1,hdslay1,arr,,,16,2,,
oname:hdslay1_otype:arr_i:16_j:3,34.70514,0.0,hdslay1,hdslay1,arr,,,16,3,,
oname:hdslay1_otype:arr_i:16_j:4,1e+30,0.0,hdslay1,hdslay1,arr,,,16,4,,
oname:hdslay1_otype:arr_i:16_j:5,1e+30,0.0,hdslay1,hdslay1,arr,,,16,5,,
oname:hdslay1_otype:arr_i:16_j:6,1e+30,0.0,hdslay1,hdslay1,arr,,,16,6,,
oname:hdslay1_otype:arr_i:16_j:7,1e+30,0.0,hdslay1,hdslay1,arr,,,16,7,,
oname:hdslay1_otype:arr_i:16_j:8,34.25143,0.0,hdslay1,hdslay1,arr,,,16,8,,
oname:hdslay1_otype:arr_i:16_j:9,34.24666,0.0,hdslay1,hdslay1,arr,,,16,9,,
oname:hdslay1_otype:arr_i:17_j:0,34.67274,0.0,hdslay1,hdslay1,arr,,,17,0,,
oname:hdslay1_otype:arr_i:17_j:1,34.67235,0.0,hdslay1,hdslay1,arr,,,17,1,,
oname:hdslay1_otype:arr_i:17_j:10,34.22298,0.0,hdslay1,hdslay1,arr,,,17,10,,
oname:hdslay1_otype:arr_i:17_j:11,34.20995,0.0,hdslay1,hdslay1,arr,,,17,11,,
oname:hdslay1_otype:arr_i:17_j:12,34.19363,0.0,hdslay1,hdslay1,arr,,,17,12,,
oname:hdslay1_otype:arr_i:17_j:13,34.17467,0.0,hdslay1,hdslay1,arr,,,17,13,,
oname:hdslay1_otype:arr_i:17_j:14,34.15362,0.0,hdslay1,hdslay1,arr,,,17,14,,
oname:hdslay1_otype:arr_i:17_j:15,34.08634,0.0,hdslay1,hdslay1,arr,,,17,15,,
oname:hdslay1_otype:arr_i:17_j:16,34.14459,0.0,hdslay1,hdslay1,arr,,,17,16,,
oname:hdslay1_otype:arr_i:17_j:17,34.15498,0.0,hdslay1,hdslay1,arr,,,17,17,,
oname:hdslay1_otype:arr_i:17_j:18,34.1619,0.0,hdslay1,hdslay1,arr,,,17,18,,
oname:hdslay1_otype:arr_i:17_j:19,34.1654,0.0,hdslay1,hdslay1,arr,,,17,19,,
oname:hdslay1_otype:arr_i:17_j:2,34.6718,0.0,hdslay1,hdslay1,arr,,,17,2,,
oname:hdslay1_otype:arr_i:17_j:3,34.6714,0.0,hdslay1,hdslay1,arr,,,17,3,,
oname:hdslay1_otype:arr_i:17_j:4,1e+30,0.0,hdslay1,hdslay1,arr,,,17,4,,
oname:hdslay1_otype:arr_i:17_j:5,1e+30,0.0,hdslay1,hdslay1,arr,,,17,5,,
oname:hdslay1_otype:arr_i:17_j:6,1e+30,0.0,hdslay1,hdslay1,arr,,,17,6,,
oname:hdslay1_otype:arr_i:17_j:7,1e+30,0.0,hdslay1,hdslay1,arr,,,17,7,,
oname:hdslay1_otype:arr_i:17_j:8,34.23699,0.0,hdslay1,hdslay1,arr,,,17,8,,
oname:hdslay1_otype:arr_i:17_j:9,34.23217,0.0,hdslay1,hdslay1,arr,,,17,9,,
oname:hdslay1_otype:arr_i:18_j:0,34.63565,0.0,hdslay1,hdslay1,arr,,,18,0,,
oname:hdslay1_otype:arr_i:18_j:1,34.635,0.0,hdslay1,hdslay1,arr,,,18,1,,
oname:hdslay1_otype:arr_i:18_j:10,34.20903,0.0,hdslay1,hdslay1,arr,,,18,10,,
oname:hdslay1_otype:arr_i:18_j:11,34.19524,0.0,hdslay1,hdslay1,arr,,,18,11,,
oname:hdslay1_otype:arr_i:18_j:12,34.17785,0.0,hdslay1,hdslay1,arr,,,18,12,,
oname:hdslay1_otype:arr_i:18_j:13,34.15749,0.0,hdslay1,hdslay1,arr,,,18,13,,
oname:hdslay1_otype:arr_i:18_j:14,34.13541,0.0,hdslay1,hdslay1,arr,,,18,14,,
oname:hdslay1_otype:arr_i:18_j:15,34.0707,0.0,hdslay1,hdslay1,arr,,,18,15,,
oname:hdslay1_otype:arr_i:18_j:16,34.1296,0.0,hdslay1,hdslay1,arr,,,18,16,,
oname:hdslay1_otype:arr_i:18_j:17,34.14099,0.0,hdslay1,hdslay1,arr,,,18,17,,
oname:hdslay1_otype:arr_i:18_j:18,34.14849,0.0,hdslay1,hdslay1,arr,,,18,18,,
oname:hdslay1_otype:arr_i:18_j:19,34.15226,0.0,hdslay1,hdslay1,arr,,,18,19,,
oname:hdslay1_otype:arr_i:18_j:2,34.63406,0.0,hdslay1,hdslay1,arr,,,18,2,,
oname:hdslay1_otype:arr_i:18_j:3,34.63336,0.0,hdslay1,hdslay1,arr,,,18,3,,
oname:hdslay1_otype:arr_i:18_j:4,1e+30,0.0,hdslay1,hdslay1,arr,,,18,4,,
oname:hdslay1_otype:arr_i:18_j:5,1e+30,0.0,hdslay1,hdslay1,arr,,,18,5,,
oname:hdslay1_otype:arr_i:18_j:6,1e+30,0.0,hdslay1,hdslay1,arr,,,18,6,,
oname:hdslay1_otype:arr_i:18_j:7,1e+30,0.0,hdslay1,hdslay1,arr,,,18,7,,
oname:hdslay1_otype:arr_i:18_j:8,34.22396,0.0,hdslay1,hdslay1,arr,,,18,8,,
oname:hdslay1_otype:arr_i:18_j:9,34.21879,0.0,hdslay1,hdslay1,arr,,,18,9,,
oname:hdslay1_otype:arr_i:19_j:0,34.59518,0.0,hdslay1,hdslay1,arr,,,19,0,,
oname:hdslay1_otype:arr_i:19_j:1,34.59402,0.0,hdslay1,hdslay1,arr,,,19,1,,
oname:hdslay1_otype:arr_i:19_j:10,34.19599,0.0,hdslay1,hdslay1,arr,,,19,10,,
oname:hdslay1_otype:arr_i:19_j:11,34.18097,0.0,hdslay1,hdslay1,arr,,,19,11,,
oname:hdslay1_otype:arr_i:19_j:12,34.16178,0.0,hdslay1,hdslay1,arr,,,19,12,,
oname:hdslay1_otype:arr_i:19_j:13,34.13831,0.0,hdslay1,hdslay1,arr,,,19,13,,
oname:hdslay1_otype:arr_i:19_j:14,34.11176,0.0,hdslay1,hdslay1,arr,,,19,14,,
oname:hdslay1_otype:arr_i:19_j:15,34.05334,0.0,hdslay1,hdslay1,arr,,,19,15,,
oname:hdslay1_otype:arr_i:19_j:16,34.11408,0.0,hdslay1,hdslay1,arr,,,19,16,,
oname:hdslay1_otype:arr_i:19_j:17,34.12694,0.0,hdslay1,hdslay1,arr,,,19,17,,
oname:hdslay1_otype:arr_i:19_j:18,34.13513,0.0,hdslay1,hdslay1,arr,,,19,18,,
oname:hdslay1_otype:arr_i:19_j:19,34.13917,0.0,hdslay1,hdslay1,arr,,,19,19,,
oname:hdslay1_otype:arr_i:19_j:2,34.59223,0.0,hdslay1,hdslay1,arr,,,19,2,,
oname:hdslay1_otype:arr_i:19_j:3,34.59079,0.0,hdslay1,hdslay1,arr,,,19,3,,
oname:hdslay1_otype:arr_i:19_j:4,1e+30,0.0,hdslay1,hdslay1,arr,,,19,4,,
oname:hdslay1_otype:arr_i:19_j:5,1e+30,0.0,hdslay1,hdslay1,arr,,,19,5,,
oname:hdslay1_otype:arr_i:19_j:6,1e+30,0.0,hdslay1,hdslay1,arr,,,19,6,,
oname:hdslay1_otype:arr_i:19_j:7,1e+30,0.0,hdslay1,hdslay1,arr,,,19,7,,
oname:hdslay1_otype:arr_i:19_j:8,34.21272,0.0,hdslay1,hdslay1,arr,,,19,8,,
oname:hdslay1_otype:arr_i:19_j:9,34.20677,0.0,hdslay1,hdslay1,arr,,,19,9,,
oname:hdslay1_otype:arr_i:1_j:0,34.77792,0.0,hdslay1,hdslay1,arr,,,1,0,,
oname:hdslay1_otype:arr_i:1_j:1,34.77213,0.0,hdslay1,hdslay1,arr,,,1,1,,
oname:hdslay1_otype:arr_i:1_j:10,34.54153,0.0,hdslay1,hdslay1,arr,,,1,10,,
oname:hdslay1_otype:arr_i:1_j:11,34.50776,0.0,hdslay1,hdslay1,arr,,,1,11,,
oname:hdslay1_otype:arr_i:1_j:12,34.473,0.0,hdslay1,hdslay1,arr,,,1,12,,
oname:hdslay1_otype:arr_i:1_j:13,34.43684,0.0,hdslay1,hdslay1,arr,,,1,13,,
oname:hdslay1_otype:arr_i:1_j:14,34.39853,0.0,hdslay1,hdslay1,arr,,,1,14,,
oname:hdslay1_otype:arr_i:1_j:15,34.30556,0.0,hdslay1,hdslay1,arr,,,1,15,,
oname:hdslay1_otype:arr_i:1_j:16,34.36507,0.0,hdslay1,hdslay1,arr,,,1,16,,
oname:hdslay1_otype:arr_i:1_j:17,34.37032,0.0,hdslay1,hdslay1,arr,,,1,17,,
oname:hdslay1_otype:arr_i:1_j:18,34.37348,0.0,hdslay1,hdslay1,arr,,,1,18,,
oname:hdslay1_otype:arr_i:1_j:19,34.37504,0.0,hdslay1,hdslay1,arr,,,1,19,,
oname:hdslay1_otype:arr_i:1_j:2,34.76078,0.0,hdslay1,hdslay1,arr,,,1,2,,
oname:hdslay1_otype:arr_i:1_j:3,34.74428,0.0,hdslay1,hdslay1,arr,,,1,3,,
oname:hdslay1_otype:arr_i:1_j:4,34.72317,0.0,hdslay1,hdslay1,arr,,,1,4,,
oname:hdslay1_otype:arr_i:1_j:5,34.69814,0.0,hdslay1,hdslay1,arr,,,1,5,,
oname:hdslay1_otype:arr_i:1_j:6,34.66999,0.0,hdslay1,hdslay1,arr,,,1,6,,
oname:hdslay1_otype:arr_i:1_j:7,34.63955,0.0,hdslay1,hdslay1,arr,,,1,7,,
oname:hdslay1_otype:arr_i:1_j:8,34.60759,0.0,hdslay1,hdslay1,arr,,,1,8,,
oname:hdslay1_otype:arr_i:1_j:9,34.57478,0.0,hdslay1,hdslay1,arr,,,1,9,,
oname:hdslay1_otype:arr_i:20_j:0,34.552,0.0,hdslay1,hdslay1,arr,,,20,0,,
oname:hdslay1_otype:arr_i:20_j:1,34.54987,0.0,hdslay1,hdslay1,arr,,,20,1,,
oname:hdslay1_otype:arr_i:20_j:10,34.18412,0.0,hdslay1,hdslay1,arr,,,20,10,,
oname:hdslay1_otype:arr_i:20_j:11,34.1678,0.0,hdslay1,hdslay1,arr,,,20,11,,
oname:hdslay1_otype:arr_i:20_j:12,34.14689,0.0,hdslay1,hdslay1,arr,,,20,12,,
oname:hdslay1_otype:arr_i:20_j:13,34.11864,0.0,hdslay1,hdslay1,arr,,,20,13,,
oname:hdslay1_otype:arr_i:20_j:14,34.07391,0.0,hdslay1,hdslay1,arr,,,20,14,,
oname:hdslay1_otype:arr_i:20_j:15,34.03539,0.0,hdslay1,hdslay1,arr,,,20,15,,
oname:hdslay1_otype:arr_i:20_j:16,34.0995,0.0,hdslay1,hdslay1,arr,,,20,16,,
oname:hdslay1_otype:arr_i:20_j:17,34.11364,0.0,hdslay1,hdslay1,arr,,,20,17,,
oname:hdslay1_otype:arr_i:20_j:18,34.12226,0.0,hdslay1,hdslay1,arr,,,20,18,,
oname:hdslay1_otype:arr_i:20_j:19,34.12644,0.0,hdslay1,hdslay1,arr,,,20,19,,
oname:hdslay1_otype:arr_i:20_j:2,34.54632,0.0,hdslay1,hdslay1,arr,,,20,2,,
oname:hdslay1_otype:arr_i:20_j:3,34.54305,0.0,hdslay1,hdslay1,arr,,,20,3,,
oname:hdslay1_otype:arr_i:20_j:4,1e+30,0.0,hdslay1,hdslay1,arr,,,20,4,,
oname:hdslay1_otype:arr_i:20_j:5,1e+30,0.0,hdslay1,hdslay1,arr,,,20,5,,
oname:hdslay1_otype:arr_i:20_j:6,1e+30,0.0,hdslay1,hdslay1,arr,,,20,6,,
oname:hdslay1_otype:arr_i:20_j:7,1e+30,0.0,hdslay1,hdslay1,arr,,,20,7,,
oname:hdslay1_otype:arr_i:20_j:8,34.20408,0.0,hdslay1,hdslay1,arr,,,20,8,,
oname:hdslay1_otype:arr_i:20_j:9,34.19645,0.0,hdslay1,hdslay1,arr,,,20,9,,
oname:hdslay1_otype:arr_i:21_j:0,34.5072,0.0,hdslay1,hdslay1,arr,,,21,0,,
oname:hdslay1_otype:arr_i:21_j:1,34.50343,0.0,hdslay1,hdslay1,arr,,,21,1,,
oname:hdslay1_otype:arr_i:21_j:10,34.17326,0.0,hdslay1,hdslay1,arr,,,21,10,,
oname:hdslay1_otype:arr_i:21_j:11,34.15625,0.0,hdslay1,hdslay1,arr,,,21,11,,
oname:hdslay1_otype:arr_i:21_j:12,34.13624,0.0,hdslay1,hdslay1,arr,,,21,12,,
oname:hdslay1_otype:arr_i:21_j:13,34.11262,0.0,hdslay1,hdslay1,arr,,,21,13,,
oname:hdslay1_otype:arr_i:21_j:14,34.08631,0.0,hdslay1,hdslay1,arr,,,21,14,,
oname:hdslay1_otype:arr_i:21_j:15,34.02858,0.0,hdslay1,hdslay1,arr,,,21,15,,
oname:hdslay1_otype:arr_i:21_j:16,34.0891,0.0,hdslay1,hdslay1,arr,,,21,16,,
oname:hdslay1_otype:arr_i:21_j:17,34.10197,0.0,hdslay1,hdslay1,arr,,,21,17,,
oname:hdslay1_otype:arr_i:21_j:18,34.11017,0.0,hdslay1,hdslay1,arr,,,21,18,,
oname:hdslay1_otype:arr_i:21_j:19,34.11421,0.0,hdslay1,hdslay1,arr,,,21,19,,
oname:hdslay1_otype:arr_i:21_j:2,34.49645,0.0,hdslay1,hdslay1,arr,,,21,2,,
oname:hdslay1_otype:arr_i:21_j:3,34.48841,0.0,hdslay1,hdslay1,arr,,,21,3,,
oname:hdslay1_otype:arr_i:21_j:4,1e+30,0.0,hdslay1,hdslay1,arr,,,21,4,,
oname:hdslay1_otype:arr_i:21_j:5,1e+30,0.0,hdslay1,hdslay1,arr,,,21,5,,
oname:hdslay1_otype:arr_i:21_j:6,34.21749,0.0,hdslay1,hdslay1,arr,,,21,6,,
oname:hdslay1_otype:arr_i:21_j:7,34.20992,0.0,hdslay1,hdslay1,arr,,,21,7,,
oname:hdslay1_otype:arr_i:21_j:8,34.19978,0.0,hdslay1,hdslay1,arr,,,21,8,,
oname:hdslay1_otype:arr_i:21_j:9,34.18774,0.0,hdslay1,hdslay1,arr,,,21,9,,
oname:hdslay1_otype:arr_i:22_j:0,34.46234,0.0,hdslay1,hdslay1,arr,,,22,0,,
oname:hdslay1_otype:arr_i:22_j:1,34.45652,0.0,hdslay1,hdslay1,arr,,,22,1,,
oname:hdslay1_otype:arr_i:22_j:10,34.16204,0.0,hdslay1,hdslay1,arr,,,22,10,,
oname:hdslay1_otype:arr_i:22_j:11,34.14476,0.0,hdslay1,hdslay1,arr,,,22,11,,
oname:hdslay1_otype:arr_i:22_j:12,34.12609,0.0,hdslay1,hdslay1,arr,,,22,12,,
oname:hdslay1_otype:arr_i:22_j:13,34.1057,0.0,hdslay1,hdslay1,arr,,,22,13,,
oname:hdslay1_otype:arr_i:22_j:14,34.08427,0.0,hdslay1,hdslay1,arr,,,22,14,,
oname:hdslay1_otype:arr_i:22_j:15,34.02109,0.0,hdslay1,hdslay1,arr,,,22,15,,
oname:hdslay1_otype:arr_i:22_j:16,34.07958,0.0,hdslay1,hdslay1,arr,,,22,16,,
oname:hdslay1_otype:arr_i:22_j:17,34.09103,0.0,hdslay1,hdslay1,arr,,,22,17,,
oname:hdslay1_otype:arr_i:22_j:18,34.09857,0.0,hdslay1,hdslay1,arr,,,22,18,,
oname:hdslay1_otype:arr_i:22_j:19,34.10235,0.0,hdslay1,hdslay1,arr,,,22,19,,
oname:hdslay1_otype:arr_i:22_j:2,34.44408,0.0,hdslay1,hdslay1,arr,,,22,2,,
oname:hdslay1_otype:arr_i:22_j:3,34.42212,0.0,hdslay1,hdslay1,arr,,,22,3,,
oname:hdslay1_otype:arr_i:22_j:4,34.37986,0.0,hdslay1,hdslay1,arr,,,22,4,,
oname:hdslay1_otype:arr_i:22_j:5,1e+30,0.0,hdslay1,hdslay1,arr,,,22,5,,
oname:hdslay1_otype:arr_i:22_j:6,34.2217,0.0,hdslay1,hdslay1,arr,,,22,6,,
oname:hdslay1_otype:arr_i:22_j:7,34.20935,0.0,hdslay1,hdslay1,arr,,,22,7,,
oname:hdslay1_otype:arr_i:22_j:8,34.19435,0.0,hdslay1,hdslay1,arr,,,22,8,,
oname:hdslay1_otype:arr_i:22_j:9,34.17854,0.0,hdslay1,hdslay1,arr,,,22,9,,
oname:hdslay1_otype:arr_i:23_j:0,34.41957,0.0,hdslay1,hdslay1,arr,,,23,0,,
oname:hdslay1_otype:arr_i:23_j:1,34.41257,0.0,hdslay1,hdslay1,arr,,,23,1,,
oname:hdslay1_otype:arr_i:23_j:10,34.14879,0.0,hdslay1,hdslay1,arr,,,23,10,,
oname:hdslay1_otype:arr_i:23_j:11,34.13166,0.0,hdslay1,hdslay1,arr,,,23,11,,
oname:hdslay1_otype:arr_i:23_j:12,34.11439,0.0,hdslay1,hdslay1,arr,,,23,12,,
oname:hdslay1_otype:arr_i:23_j:13,34.0961,0.0,hdslay1,hdslay1,arr,,,23,13,,
oname:hdslay1_otype:arr_i:23_j:14,34.07648,0.0,hdslay1,hdslay1,arr,,,23,14,,
oname:hdslay1_otype:arr_i:23_j:15,34.01177,0.0,hdslay1,hdslay1,arr,,,23,15,,
oname:hdslay1_otype:arr_i:23_j:16,34.06949,0.0,hdslay1,hdslay1,arr,,,23,16,,
oname:hdslay1_otype:arr_i:23_j:17,34.08003,0.0,hdslay1,hdslay1,arr,,,23,17,,
oname:hdslay1_otype:arr_i:23_j:18,34.08702,0.0,hdslay1,hdslay1,arr,,,23,18,,
oname:hdslay1_otype:arr_i:23_j:19,34.09057,0.0,hdslay1,hdslay1,arr,,,23,19,,
oname:hdslay1_otype:arr_i:23_j:2,34.39777,0.0,hdslay1,hdslay1,arr,,,23,2,,
oname:hdslay1_otype:arr_i:23_j:3,34.37303,0.0,hdslay1,hdslay1,arr,,,23,3,,
oname:hdslay1_otype:arr_i:23_j:4,34.33429,0.0,hdslay1,hdslay1,arr,,,23,4,,
oname:hdslay1_otype:arr_i:23_j:5,34.27864,0.0,hdslay1,hdslay1,arr,,,23,5,,
oname:hdslay1_otype:arr_i:23_j:6,34.23499,0.0,hdslay1,hdslay1,arr,,,23,6,,
oname:hdslay1_otype:arr_i:23_j:7,34.20842,0.0,hdslay1,hdslay1,arr,,,23,7,,
oname:hdslay1_otype:arr_i:23_j:8,34.18688,0.0,hdslay1,hdslay1,arr,,,23,8,,
oname:hdslay1_otype:arr_i:23_j:9,34.16722,0.0,hdslay1,hdslay1,arr,,,23,9,,
oname:hdslay1_otype:arr_i:24_j:0,34.38009,0.0,hdslay1,hdslay1,arr,,,24,0,,
oname:hdslay1_otype:arr_i:24_j:1,34.37283,0.0,hdslay1,hdslay1,arr,,,24,1,,
oname:hdslay1_otype:arr_i:24_j:10,34.1314,0.0,hdslay1,hdslay1,arr,,,24,10,,
oname:hdslay1_otype:arr_i:24_j:11,34.11561,0.0,hdslay1,hdslay1,arr,,,24,11,,
oname:hdslay1_otype:arr_i:24_j:12,34.10046,0.0,hdslay1,hdslay1,arr,,,24,12,,
oname:hdslay1_otype:arr_i:24_j:13,34.08411,0.0,hdslay1,hdslay1,arr,,,24,13,,
oname:hdslay1_otype:arr_i:24_j:14,34.06576,0.0,hdslay1,hdslay1,arr,,,24,14,,
oname:hdslay1_otype:arr_i:24_j:15,34.00095,0.0,hdslay1,hdslay1,arr,,,24,15,,
oname:hdslay1_otype:arr_i:24_j:16,34.05845,0.0,hdslay1,hdslay1,arr,,,24,16,,
oname:hdslay1_otype:arr_i:24_j:17,34.06855,0.0,hdslay1,hdslay1,arr,,,24,17,,
oname:hdslay1_otype:arr_i:24_j:18,34.07522,0.0,hdslay1,hdslay1,arr,,,24,18,,
oname:hdslay1_otype:arr_i:24_j:19,34.0786,0.0,hdslay1,hdslay1,arr,,,24,19,,
oname:hdslay1_otype:arr_i:24_j:2,34.35796,0.0,hdslay1,hdslay1,arr,,,24,2,,
oname:hdslay1_otype:arr_i:24_j:3,34.33477,0.0,hdslay1,hdslay1,arr,,,24,3,,
oname:hdslay1_otype:arr_i:24_j:4,34.30278,0.0,hdslay1,hdslay1,arr,,,24,4,,
oname:hdslay1_otype:arr_i:24_j:5,34.26415,0.0,hdslay1,hdslay1,arr,,,24,5,,
oname:hdslay1_otype:arr_i:24_j:6,34.22864,0.0,hdslay1,hdslay1,arr,,,24,6,,
oname:hdslay1_otype:arr_i:24_j:7,34.19979,0.0,hdslay1,hdslay1,arr,,,24,7,,
oname:hdslay1_otype:arr_i:24_j:8,34.17481,0.0,hdslay1,hdslay1,arr,,,24,8,,
oname:hdslay1_otype:arr_i:24_j:9,34.15195,0.0,hdslay1,hdslay1,arr,,,24,9,,
oname:hdslay1_otype:arr_i:25_j:0,34.3442,0.0,hdslay1,hdslay1,arr,,,25,0,,
oname:hdslay1_otype:arr_i:25_j:1,34.33713,0.0,hdslay1,hdslay1,arr,,,25,1,,
oname:hdslay1_otype:arr_i:25_j:10,34.10641,0.0,hdslay1,hdslay1,arr,,,25,10,,
oname:hdslay1_otype:arr_i:25_j:11,34.09585,0.0,hdslay1,hdslay1,arr,,,25,11,,
