name,value,group,weight
oname:hds_otype:lst_usecol:trgw_0_15_16_time:487.0,34.3748,oname:hds_otype:lst_usecol:trgw_0_15_16,0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:518.0,34.266,oname:hds_otype:lst_usecol:trgw_0_15_16,0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:548.0,34.1008,oname:hds_otype:lst_usecol:trgw_0_15_16,0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:579.0,33.9402,oname:hds_otype:lst_usecol:trgw_0_15_16,0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:61.0,34.8984,oname:hds_otype:lst_usecol:trgw_0_15_16,0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:610.0,33.8027,oname:hds_otype:lst_usecol:trgw_0_15_16,0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:640.0,33.7455,oname:hds_otype:lst_usecol:trgw_0_15_16,0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:671.0,33.8686,oname:hds_otype:lst_usecol:trgw_0_15_16,0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:701.0,33.9801,oname:hds_otype:lst_usecol:trgw_0_15_16,0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:732.0,34.1012,oname:hds_otype:lst_usecol:trgw_0_15_16,0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:92.0,34.8464,oname:hds_otype:lst_usecol:trgw_0_15_16,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:1.0,34.6196,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:122.0,34.5407,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:153.0,34.425,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:183.0,34.2669,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:214.0,34.0424,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:245.0,33.878,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:275.0,33.774,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:306.0,33.8116,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:32.0,34.6649,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:336.0,33.9316,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:367.0,33.9239,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:398.0,34.1239,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:426.0,34.1681,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:457.0,34.2163,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:487.0,34.2102,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:518.0,34.0794,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:548.0,33.9336,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:579.0,33.7764,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:61.0,34.6874,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:610.0,33.6325,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:640.0,33.5565,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:671.0,33.6996,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:701.0,33.7712,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:732.0,33.8476,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:92.0,34.6755,oname:hds_otype:lst_usecol:trgw_0_21_10,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:1.0,34.4072,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:122.0,34.2726,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:153.0,34.1953,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:183.0,34.0927,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:214.0,33.9263,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:245.0,33.8125,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:275.0,33.7437,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:306.0,33.7385,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:32.0,34.4335,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:336.0,33.8741,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:367.0,33.8626,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:398.0,34.047,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:426.0,34.0426,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:457.0,34.0715,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:487.0,34.0652,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:518.0,33.9659,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:548.0,33.8508,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:579.0,33.7337,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:61.0,34.3868,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:610.0,33.6469,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:640.0,33.5957,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:671.0,33.676,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:701.0,33.7708,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:732.0,33.8175,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:92.0,34.3577,oname:hds_otype:lst_usecol:trgw_0_22_15,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:1.0,34.4428,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:122.0,34.5905,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:153.0,34.4617,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:183.0,34.2772,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:214.0,34.0433,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:245.0,33.9022,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:275.0,33.7712,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:306.0,33.7416,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:32.0,34.5262,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:336.0,33.8373,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:367.0,33.8803,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:398.0,34.1112,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:426.0,34.1216,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:457.0,34.096,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:487.0,34.1476,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:518.0,34.0194,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:548.0,33.908,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:579.0,33.7444,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:61.0,34.623,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:610.0,33.6019,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:640.0,33.5233,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:671.0,33.6139,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:701.0,33.7239,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:732.0,33.7695,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:92.0,34.6856,oname:hds_otype:lst_usecol:trgw_0_24_4,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:1.0,34.3226,oname:hds_otype:lst_usecol:trgw_0_26_6,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:122.0,34.4334,oname:hds_otype:lst_usecol:trgw_0_26_6,10
oname:hds_otype:lst_usecol:trgw_0_26_6_time:153.0,34.2999,oname:hds_otype:lst_usecol:trgw_0_26_6,10
oname:hds_otype:lst_usecol:trgw_0_26_6_time:183.0,34.1384,oname:hds_otype:lst_usecol:trgw_0_26_6,10
oname:hds_otype:lst_usecol:trgw_0_26_6_time:214.0,33.8982,oname:hds_otype:lst_usecol:trgw_0_26_6,10
oname:hds_otype:lst_usecol:trgw_0_26_6_time:245.0,33.76,oname:hds_otype:lst_usecol:trgw_0_26_6,10
oname:hds_otype:lst_usecol:trgw_0_26_6_time:275.0,33.6483,oname:hds_otype:lst_usecol:trgw_0_26_6,10
oname:hds_otype:lst_usecol:trgw_0_26_6_time:306.0,33.626,oname:hds_otype:lst_usecol:trgw_0_26_6,10
oname:hds_otype:lst_usecol:trgw_0_26_6_time:32.0,34.4077,oname:hds_otype:lst_usecol:trgw_0_26_6,10
oname:hds_otype:lst_usecol:trgw_0_26_6_time:336.0,33.739,oname:hds_otype:lst_usecol:trgw_0_26_6,10
oname:hds_otype:lst_usecol:trgw_0_26_6_time:367.0,33.8152,oname:hds_otype:lst_usecol:trgw_0_26_6,10
oname:hds_otype:lst_usecol:trgw_0_26_6_time:398.0,34.0023,oname:hds_otype:lst_usecol:trgw_0_26_6,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:426.0,34.0139,oname:hds_otype:lst_usecol:trgw_0_26_6,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:457.0,34.014,oname:hds_otype:lst_usecol:trgw_0_26_6,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:487.0,34.0463,oname:hds_otype:lst_usecol:trgw_0_26_6,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:518.0,33.9233,oname:hds_otype:lst_usecol:trgw_0_26_6,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:548.0,33.793,oname:hds_otype:lst_usecol:trgw_0_26_6,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:579.0,33.6227,oname:hds_otype:lst_usecol:trgw_0_26_6,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:61.0,34.498,oname:hds_otype:lst_usecol:trgw_0_26_6,10
oname:hds_otype:lst_usecol:trgw_0_26_6_time:610.0,33.4915,oname:hds_otype:lst_usecol:trgw_0_26_6,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:640.0,33.4241,oname:hds_otype:lst_usecol:trgw_0_26_6,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:671.0,33.5135,oname:hds_otype:lst_usecol:trgw_0_26_6,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:701.0,33.6473,oname:hds_otype:lst_usecol:trgw_0_26_6,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:732.0,33.7132,oname:hds_otype:lst_usecol:trgw_0_26_6,0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:92.0,34.5096,oname:hds_otype:lst_usecol:trgw_0_26_6,10
oname:hds_otype:lst_usecol:trgw_0_29_15_time:1.0,34.0842,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:122.0,34.0877,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:153.0,34.0377,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:183.0,33.913,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:214.0,33.7711,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:245.0,33.6651,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:275.0,33.6,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:306.0,33.5736,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:32.0,34.1569,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:336.0,33.6687,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:367.0,33.7204,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:398.0,33.8586,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:426.0,33.8489,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:457.0,33.8722,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:487.0,33.9174,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:518.0,33.8017,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:548.0,33.7094,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:579.0,33.5938,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:61.0,34.2263,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:610.0,33.4667,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:640.0,33.3813,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:671.0,33.4746,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:701.0,33.6574,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:732.0,33.661,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:92.0,34.1548,oname:hds_otype:lst_usecol:trgw_0_29_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:1.0,35.0796,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:122.0,34.789,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:153.0,34.6887,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:183.0,34.6586,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:214.0,34.4772,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:245.0,34.3228,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:275.0,34.2616,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:306.0,34.1872,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:32.0,35.0087,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:336.0,34.216,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:367.0,34.3273,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:398.0,34.3455,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:426.0,34.4289,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:457.0,34.4504,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:487.0,34.4427,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:518.0,34.3832,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:548.0,34.3081,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:579.0,34.209,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:61.0,34.9188,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:610.0,34.087,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:640.0,34.0592,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:671.0,34.0994,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:701.0,34.1578,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:732.0,34.3101,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_15_time:92.0,34.8548,oname:hds_otype:lst_usecol:trgw_0_2_15,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:1.0,35.6353,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:122.0,35.1864,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:153.0,35.0802,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:183.0,35.024,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:214.0,34.792,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:245.0,34.5639,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:275.0,34.4439,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:306.0,34.3232,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:32.0,35.4904,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:336.0,34.3474,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:367.0,34.4632,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:398.0,34.4928,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:426.0,34.6892,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:457.0,34.6882,oname:hds_otype:lst_usecol:trgw_0_2_9,0
oname:hds_otype:lst_usecol:trgw_0_2_9_time:487.0,34.6855,oname:hds_otype:lst_usecol:trgw_0_2_9,0
